Company,CompanyDID,CompanyDetailsURL,DID,OnetCode,ONetFriendlyTitle,DescriptionTeaser,Distance,EmploymentType,EducationRequired,ExperienceRequired,JobDetailsURL,JobServiceURL,Location,LocationLatitude,LocationLongitude,PostedTime,Pay,SimilarJobsURL,JobTitle,ApplyRequirement,Skills
<>OPTOMI</>,<>chq8cw6l9q73h17kb4s</>,<>http://www.careerbuilder.com/jobs/company/chq8cw6l9q73h17kb4s/optomi?sc_cmp1=13_JobRes_ComDet</>,<>JHS22G76VYNGSY8K59S</>,<>15-1099.04</>,<>Web Developers</>,</>,<>Contractor</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHS22G76VYNGSY8K59S</>,<>https://api.careerbuilder.com/v1/job?DID=JHS22G76VYNGSY8K59S&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>MI - Detroit</>,<>42.33168</>,<>-83.04792</>,<>7/22/2014 11:06:39 AM</>,<>$50.00 - $70.00/hour</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHS22G76VYNGSY8K59S</>,"<>Technical Architect (Java, EJB, Web Services, WebLogic, WebSphere)</>",<>CanBulkApply</>,"<>
        <Skill>web service</Skill>
        <Skill>oracle soa suite</Skill>
        <Skill>oracle database</Skill>
        <Skill>ibm software</Skill>
        <Skill>software development</Skill>
        <Skill>oracle weblogic server</Skill>
        <Skill>enterprise javabean</Skill>
        <Skill>java (programming language)</Skill>
        <Skill>performance testing</Skill>
        <Skill>load testing</Skill>
        <Skill>service-oriented architecture</Skill>
        <Skill>computer security</Skill>
        <Skill>data modeling</Skill>
        <Skill>unit testing</Skill>
      </>"
<>Paradigm Technology</>,</>,</>,<>JHS30X6LPPN33BLJVK2</>,<>15-1099.02</>,<>Computer Systems Engineers/Architects</>,<> Full-time 3 openings Details of the Current Environment: Most of the Architects are in charge of 10 ...  Details of the Current Environment: Most of...</>,</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHS30X6LPPN33BLJVK2</>,<>https://api.careerbuilder.com/v1/job?DID=JHS30X6LPPN33BLJVK2&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>AZ - Phoenix</>,<>33.451</>,<>-112.0784</>,<>7/1/2014 2:08:09 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHS30X6LPPN33BLJVK2</>,<>Infrastructure Architect</>,<>CanBulkApply</>,"<>
        <Skill>microsoft exchange server</Skill>
        <Skill>citrix systems</Skill>
        <Skill>ibm aix</Skill>
        <Skill>vmware</Skill>
        <Skill>microsoft windows</Skill>
        <Skill>computer security</Skill>
      </>"
<>Visionaire Partners</>,<>chq2zv70wt1b3g3f5df</>,<>http://www.careerbuilder.com/jobs/company/chq2zv70wt1b3g3f5df/visionaire-partners?sc_cmp1=13_JobRes_ComDet</>,<>JHM46877X2MSY7T7LBJ</>,<>15-1099.04</>,<>Web Developers</>,<>Java Architect Immediate need for a Java Architect to join a dynamic company experience rapid ...  2+ years as a Java Architect Strong SOA Design and...</>,</>,<>Contractor</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHM46877X2MSY7T7LBJ</>,<>https://api.careerbuilder.com/v1/job?DID=JHM46877X2MSY7T7LBJ&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>GA - Alpharetta</>,<>34.0843</>,<>-84.2249</>,<>7/10/2014 1:10:39 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHM46877X2MSY7T7LBJ</>,<>Java Architect</>,<>CanBulkApply</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>web service</Skill>
        <Skill>soap</Skill>
        <Skill>java platform, enterprise edition</Skill>
        <Skill>java (programming language)</Skill>
        <Skill>service-oriented architecture</Skill>
        <Skill>hibernate (java)</Skill>
        <Skill>electronic commerce</Skill>
        <Skill>json</Skill>
        <Skill>scrum (development)</Skill>
      </>"
<>Visionaire Partners</>,<>chq2zv70wt1b3g3f5df</>,<>http://www.careerbuilder.com/jobs/company/chq2zv70wt1b3g3f5df/visionaire-partners?sc_cmp1=13_JobRes_ComDet</>,<>JHT5MN6VL1FY4TSPL2Z</>,<>15-1099.04</>,<>Web Developers</>,<>Java Architect Immediate need for a Java Architect to join a dynamic company experience rapid ...  2+ years as a Java Architect Strong SOA Design and...</>,</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHT5MN6VL1FY4TSPL2Z</>,<>https://api.careerbuilder.com/v1/job?DID=JHT5MN6VL1FY4TSPL2Z&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>GA - Alpharetta</>,<>34.0843</>,<>-84.2249</>,<>7/10/2014 1:08:39 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHT5MN6VL1FY4TSPL2Z</>,<>Java Architect</>,<>HasAOReview</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>web service</Skill>
        <Skill>soap</Skill>
        <Skill>java platform, enterprise edition</Skill>
        <Skill>java (programming language)</Skill>
        <Skill>service-oriented architecture</Skill>
        <Skill>hibernate (java)</Skill>
        <Skill>electronic commerce</Skill>
        <Skill>json</Skill>
        <Skill>scrum (development)</Skill>
      </>"
<>SkillStorm</>,</>,</>,<>JB70TJ6N4QZ6WXQSV3R</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",<>Sr .NET Developer / Architect We are currently seeking a .NET developer / Architect to located ...  Sr .NET Developer / Architect Keywords: Computer...</>,</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB70TJ6N4QZ6WXQSV3R</>,<>https://api.careerbuilder.com/v1/job?DID=JB70TJ6N4QZ6WXQSV3R&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>CA - Los Angeles</>,<>34.05349</>,<>-118.24532</>,<>7/25/2014 11:10:14 AM</>,<>$100k - $150k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB70TJ6N4QZ6WXQSV3R</>,<>Sr .NET Developer / Architect</>,<>HasAOReview</>,"<>
        <Skill>c-sharp</Skill>
        <Skill>xml</Skill>
        <Skill>javascript</Skill>
        <Skill>software development</Skill>
        <Skill>asp.net</Skill>
        <Skill>microsoft visual studio</Skill>
      </>"
<>SkillStorm</>,</>,</>,<>JHR4S66H0M47D76CKBW</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",<>Sr .NET Developer / Architect We are currently seeking a .NET developer / Architect to located ...  Sr .NET Developer / Architect Keywords: Computer...</>,</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHR4S66H0M47D76CKBW</>,<>https://api.careerbuilder.com/v1/job?DID=JHR4S66H0M47D76CKBW&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>CA - San Diego</>,<>32.8952</>,<>-117.2051</>,<>7/25/2014 10:52:46 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHR4S66H0M47D76CKBW</>,<>Sr .NET Developer / Architect</>,<>HasAOReview</>,"<>
        <Skill>c-sharp</Skill>
        <Skill>xml</Skill>
        <Skill>javascript</Skill>
        <Skill>software development</Skill>
        <Skill>asp.net</Skill>
        <Skill>microsoft visual studio</Skill>
      </>"
<>The Ansell Group</>,<>c8e8gl6g7dklkvvkj0b</>,<>http://www.careerbuilder.com/jobs/company/c8e8gl6g7dklkvvkj0b/the-ansell-group?sc_cmp1=13_JobRes_ComDet</>,<>JHR11L64QB66JY0T9PL</>,<>11-9021.00</>,<>Construction Managers</>,"<>PROJECT ARCHITECT - ARCHITECTURAL PROJECT MANAGER We are currently seeking an experienced and ...   materials, construction methods, building codes...</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHR11L64QB66JY0T9PL</>,<>https://api.careerbuilder.com/v1/job?DID=JHR11L64QB66JY0T9PL&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,"<>MD - Anne Arundel County, MD</>",<>39.16178</>,<>-76.62184</>,<>7/23/2014 4:03:19 PM</>,<>$75k - $87k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHR11L64QB66JY0T9PL</>,<>ARCHITECTURAL PROJECT MANAGER - ARCHITECT</>,<>HasAOReview</>,"<>
        <Skill>Building code</Skill>
        <Skill>AutoCAD</Skill>
        <Skill>Project management</Skill>
        <Skill>Microsoft Office</Skill>
      </>"
<>Collabera Inc.</>,<>c8a5z874t503m6w7ghf</>,<>http://www.careerbuilder.com/jobs/company/c8a5z874t503m6w7ghf/collabera-inc?sc_cmp1=13_JobRes_ComDet</>,<>JHP3G972T1M05TV6Y9V</>,<>15-1032.00</>,"<>Computer Software Engineers, Systems Software</>","<>Job Title : Virtualization Architect Location : Wauwatosa, WI 53226 Duration : 7+ Months ...   architect will be using these tools : VMWare vCloud...</>",</>,<>Full-Time</>,<>Master's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHP3G972T1M05TV6Y9V</>,<>https://api.careerbuilder.com/v1/job?DID=JHP3G972T1M05TV6Y9V&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>WI - Wauwatosa</>,<>43.0689</>,<>-87.9741</>,<>7/23/2014 2:20:12 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHP3G972T1M05TV6Y9V</>,<>Virtualization Architect</>,<>CanBulkApply</>,"<>
        <Skill>x window system</Skill>
        <Skill>dynamic host configuration protocol</Skill>
        <Skill>vmware vsphere</Skill>
        <Skill>Linux</Skill>
        <Skill>vmware</Skill>
        <Skill>ldap</Skill>
        <Skill>microsoft windows</Skill>
        <Skill>internet protocol suite</Skill>
        <Skill>ruby on rails</Skill>
        <Skill>DNS</Skill>
        <Skill>computer security</Skill>
      </>"
<>Ranger Technical Resources</>,<>chn4zc60wyd67c5p0vy</>,<>http://www.careerbuilder.com/jobs/company/chn4zc60wyd67c5p0vy/ranger-technical-resources?sc_cmp1=13_JobRes_ComDet</>,<>JHL7F36W4F36WC69PPM</>,<>15-1099.02</>,<>Computer Systems Engineers/Architects</>,<>IT Enterprise Architect #704 Position Summary The scope of this position includes leading ...  Primary Job Responsibilities The Enterprise Architect...</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHL7F36W4F36WC69PPM</>,<>https://api.careerbuilder.com/v1/job?DID=JHL7F36W4F36WC69PPM&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>NJ - Princeton</>,<>40.349</>,<>-74.659</>,<>7/7/2014 2:48:49 PM</>,<>$150k - $170k/year</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHL7F36W4F36WC69PPM</>,<>IT Enterprise Architect</>,<>CanBulkApply</>,"<>
        <Skill>max</Skill>
        <Skill>oracle database</Skill>
        <Skill>evolution (software)</Skill>
        <Skill>six sigma</Skill>
      </>"
<>Endurance IT</>,</>,</>,<>J3G2HF6WHBRZQLSPNPD</>,<>15-1099.02</>,<>Computer Systems Engineers/Architects</>,</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=J3G2HF6WHBRZQLSPNPD</>,<>https://api.careerbuilder.com/v1/job?DID=J3G2HF6WHBRZQLSPNPD&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>VA - Virginia Beach</>,<>36.75502</>,<>-76.0592</>,<>7/2/2014 2:26:15 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=J3G2HF6WHBRZQLSPNPD</>,<>Systems Architect</>,<>CanBulkApply</>,"<>
        <Skill>microsoft exchange server</Skill>
        <Skill>systems architecture</Skill>
        <Skill>windows server 2003</Skill>
        <Skill>cisco systems</Skill>
        <Skill>windows server 2008 r2</Skill>
        <Skill>vmware vsphere</Skill>
        <Skill>vmware</Skill>
        <Skill>windows server 2008</Skill>
        <Skill>microsoft windows</Skill>
        <Skill>storage area network</Skill>
        <Skill>cisco hardware</Skill>
      </>"
<>Brooksource</>,<>c8e5sd6j6djz9zy2x6n</>,<>http://www.careerbuilder.com/jobs/company/c8e5sd6j6djz9zy2x6n/brooksource?sc_cmp1=13_JobRes_ComDet</>,<>JHT7T570D08FGKX70N0</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>","<>Our client in Addison, TX is looking for an Integration Architect to join their team as it is ...  The Senior Integration Architect needs to have 1-2...</>",</>,<>Full-Time</>,<>Bachelor's Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHT7T570D08FGKX70N0</>,<>https://api.careerbuilder.com/v1/job?DID=JHT7T570D08FGKX70N0&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>TX - Addison</>,<>32.95907</>,<>-96.83578</>,<>6/26/2014 2:48:42 PM</>,<>$50.00 - $65.00/hour</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHT7T570D08FGKX70N0</>,<>Senior Integration Architect</>,<>CanBulkApply</>,"<>
        <Skill>mysql</Skill>
        <Skill>representational state transfer</Skill>
        <Skill>xsl</Skill>
        <Skill>web service</Skill>
        <Skill>soap</Skill>
        <Skill>systems architecture</Skill>
        <Skill>oracle database</Skill>
        <Skill>Unified Modeling Language</Skill>
        <Skill>database</Skill>
        <Skill>agile software development</Skill>
        <Skill>xml</Skill>
        <Skill>java platform, enterprise edition</Skill>
        <Skill>java database connectivity</Skill>
        <Skill>web services description language</Skill>
        <Skill>data warehouse</Skill>
        <Skill>software development</Skill>
        <Skill>xml schema (w3c)</Skill>
        <Skill>java (programming language)</Skill>
        <Skill>business process execution language</Skill>
        <Skill>xslt</Skill>
        <Skill>sql</Skill>
        <Skill>electronic commerce</Skill>
        <Skill>system integration</Skill>
        <Skill>computer security</Skill>
        <Skill>data management</Skill>
        <Skill>scrum (development)</Skill>
      </>"
<>AIC</>,<>c841s16qw35hdy98kf2</>,<>http://www.careerbuilder.com/jobs/company/c841s16qw35hdy98kf2/aic?sc_cmp1=13_JobRes_ComDet</>,<>JHL3Y5718VNQVGFN799</>,<>15-1099.02</>,<>Computer Systems Engineers/Architects</>,"<>Analysts International is seeking qualified candidates for a Technology Architect with a ...   NetIQ product suite preferred (DRA, Aegis, etc.) Skills...</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHL3Y5718VNQVGFN799</>,<>https://api.careerbuilder.com/v1/job?DID=JHL3Y5718VNQVGFN799&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,"<>KY - Lexington, KY</>",<>38.2099</>,<>-84.55934</>,<>7/2/2014 8:14:03 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHL3Y5718VNQVGFN799</>,<>Technology Architect</>,<>CanBulkApply</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>dynamic host configuration protocol</Skill>
        <Skill>systems design</Skill>
        <Skill>active directory</Skill>
        <Skill>microsoft windows</Skill>
        <Skill>windows powershell</Skill>
        <Skill>systems engineering</Skill>
        <Skill>DNS</Skill>
      </>"
</>,</>,</>,<>JHR6DH6NS2Y81LD7Q7Y</>,<>15-1081.00</>,<>Network Systems and Data Communications Analysts</>,<>Network Architect Are you driven by what's next? Become a Cablevisionary. We are looking for ... </>,</>,<>Full-Time</>,<>Associate Degree</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JHR6DH6NS2Y81LD7Q7Y</>,<>https://api.careerbuilder.com/v1/job?DID=JHR6DH6NS2Y81LD7Q7Y&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>NY - Bethpage</>,<>40.7426</>,<>-73.4861</>,<>7/9/2014 2:57:06 PM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JHR6DH6NS2Y81LD7Q7Y</>,<>Network Architect</>,<>IsExternal</>,"<>
        <Skill>evolution (software)</Skill>
        <Skill>multiprotocol label switching</Skill>
        <Skill>osi model</Skill>
        <Skill>routing protocol</Skill>
        <Skill>voice over ip</Skill>
        <Skill>open shortest path first</Skill>
        <Skill>routing</Skill>
        <Skill>ipv6</Skill>
        <Skill>border gateway protocol</Skill>
      </>"
